,name,nation,age,height,team,year,stage,position,time_in_s,gc,gc_time_in_s,mount_jerseys,point_jerseys,sprint_jerseys,youth_jerseys,followers,total_wins,biker_sys_nr,team_sys_nr,n_tours,n_stages,avg_year,best_pos_ovr,avg_pos_ovr,worst_pos_ovr,best_time_ovr,avg_time_ovr,worst_time_ovr,best_gc_ovr,avg_gc_ovr,worst_gc_ovr,best_gc_time_ovr,avg_gc_time_ovr,worst_gc_time_ovr,n_top10_ovr,n_win_ovr,best_pos_ovr_l3,avg_pos_ovr_l3,worst_pos_ovr_l3,best_time_ovr_l3,avg_time_ovr_l3,worst_time_ovr_l3,best_gc_ovr_l3,avg_gc_ovr_l3,worst_gc_ovr_l3,best_gc_time_ovr_l3,avg_gc_time_ovr_l3,worst_gc_time_ovr_l3,n_top10_l3,n_win_l3,perc_top10_ovr,perc_win_ovr,2015_div,2015_fc_rank,2015_race_days,2015_team,2015_uci_rank,2015_wins,2015_year_km,2016_div,2016_fc_rank,2016_race_days,2016_team,2016_uci_rank,2016_wins,2016_year_km,2017_div,2017_fc_rank,2017_race_days,2017_team,2017_uci_rank,2017_wins,2017_year_km,2018_div,2018_fc_rank,2018_race_days,2018_team,2018_uci_rank,2018_wins,2018_year_km,date,stage_type,stage_type_code,dist,finish,temp,rel_humid,wind_dir,wind_speed,clouds_ovrl,visibility,y_label
2058,P.Williams,Great Britain,30.0,,ONE Pro Cycling,2016,5,999.0,21442.0,999.0,83813.0,1.0,0.0,2.0,0.0,0.0,2.0,2400,10462,1.0,5.0,2016.0,111.0,302.2,999.0,10879.0,17017.2,21442.0,118.0,306.4,999.0,10879.0,45056.2,83813.0,0.0,0.0,129.0,420.6666666666667,999.0,19548.0,20745.666666666668,21442.0,133.0,424.6666666666667,999.0,44096.0,63851.0,83813.0,0.0,0.0,0.0,0.0,CONT,1058.0,24.0,ONE Pro Cycling,-,1.0,3844.0,PROF,728.0,52.0,ONE Pro Cycling,-,0.0,8531.7,CONT,1237.0,30.0,ONE Pro Cycling,-,1.0,4561.1,CONT,2011.0,34.0,ONE Pro Cycling,-,0.0,4512.4,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2059,G.Szelag,Poland,21.0,,Klub Kolarski Tarnovia,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,0.0,0.0,0.0,0.0,27228,7902,1.0,5.0,2016.0,126.0,307.6,999.0,10879.0,17026.4,21442.0,139.0,313.2,999.0,10879.0,45083.8,83813.0,0.0,0.0,126.0,418.6666666666667,999.0,19548.0,20745.666666666668,21442.0,139.0,427.0,999.0,44142.0,63881.666666666664,83813.0,0.0,0.0,0.0,0.0,,3830,21.0,GFDD Altopack,-,0.0,2714.9,,3688,11.0,V.C.Coppi Lunata-Altopack,-,0.0,1703.1,,1901,26.0,Altopack Eppela,-,0.0,3407.4,,-,0.0,Guidon Chalettois,-,0.0,0.0,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2060,A.Detko,Poland,33.0,,Domin Sport,2016,5,52.0,23543.0,52.0,86632.0,0.0,0.0,0.0,0.0,1.0,2.0,8083,9087,1.0,6.0,2016.0,52.0,119.16666666666667,190.0,2037.0,14778.333333333334,23543.0,52.0,122.83333333333333,188.0,10879.0,52774.666666666664,88669.0,0.0,0.0,52.0,83.33333333333333,105.0,2037.0,14785.333333333334,23543.0,52.0,79.0,117.0,63089.0,79463.33333333333,88669.0,0.0,0.0,0.0,0.0,CONT,1342.0,30.0,Domin Sport,-,0.0,4225.8,CONT,992.0,34.0,Dare 2B,-,0.0,5049.4,CONT,1393.0,29.0,Domin Sport,-,0.0,4006.4,,1619.0,31.0,Domin Sport,-,0.0,4190.5,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2061,M.Brammeier,Ireland,31.0,,Dimension Data,2016,5,999.0,21442.0,999.0,83813.0,1.0,0.0,0.0,0.0,1.0,5.0,2344,10078,1.0,5.0,2016.0,143.0,336.2,999.0,10879.0,17119.2,21442.0,145.0,330.0,999.0,10879.0,45222.4,83813.0,0.0,0.0,179.0,452.6666666666667,999.0,19834.0,20883.333333333332,21442.0,169.0,446.3333333333333,999.0,44320.0,64095.666666666664,83813.0,0.0,0.0,0.0,0.0,PROF,1409,44.0,MTN - Qhubeka,-,1.0,6645.5,PRT,-,43.0,Dimension Data,-,0.0,7232.8,PROF,3491,30.0,Aqua Blue Sport,-,0.0,4956.2,PROF,2331,15.0,Aqua Blue Sport,-,0.0,2307.9,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2062,E.Barbin,Italy,26.0,,Bardiani - CSF,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,0.0,0.0,0.0,7.0,10987,6430,1.0,5.0,2016.0,94.0,296.4,999.0,10879.0,16927.2,21442.0,95.0,296.2,999.0,10879.0,44876.2,83813.0,0.0,0.0,104.0,414.6666666666667,999.0,19548.0,20595.666666666668,21442.0,95.0,406.6666666666667,999.0,43646.0,63551.0,83813.0,0.0,0.0,0.0,0.0,PROF,731.0,64.0,Bardiani - CSF Pro Team,-,0.0,10888.5,PROF,624.0,44.0,Bardiani - CSF,-,0.0,7288.2,PROF,329.0,86.0,Bardiani - CSF,-,1.0,14428.0,PROF,354.0,60.0,Bardiani - CSF,-,0.0,9824.4,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2063,J.Koch,Germany,23.0,,Verva - ActiveJet,2016,5,78.0,24240.0,87.0,87497.0,0.0,1.0,0.0,2.0,0.0,0.0,9349,6567,1.0,6.0,2016.0,45.0,117.83333333333333,195.0,1877.0,14896.833333333334,24240.0,42.0,121.0,194.0,10878.0,53120.166666666664,89374.0,0.0,0.0,45.0,72.66666666666667,95.0,1877.0,14964.333333333334,24240.0,85.0,100.0,128.0,63257.0,80042.66666666667,89374.0,0.0,0.0,0.0,0.0,CONT,1085.0,36.0,Rad-Net Rose Team,-,1.0,5110.3,PROF,630.0,47.0,Verva - ActiveJet Pro Cycling Team,-,0.0,7512.8,PROF,412.0,52.0,CCC Sprandi Polkowice,-,0.0,8171.8,PROF,222.0,57.0,CCC Sprandi Polkowice,-,0.0,8984.6,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2064,O.Fraile,Spain,26.0,,Dimension Data,2016,5,75.0,24240.0,76.0,87023.0,4.0,0.0,1.0,1.0,3.0,1.0,7640,10078,1.0,6.0,2016.0,38.0,101.5,147.0,1871.0,14815.666666666666,24240.0,75.0,107.66666666666667,148.0,10879.0,52712.833333333336,88894.0,0.0,0.0,38.0,77.0,118.0,1871.0,15015.0,24240.0,75.0,85.66666666666667,106.0,62783.0,79566.66666666667,88894.0,0.0,0.0,0.0,0.0,PROF,299,65.0,Caja Rural - Seguros RGA,-,2.0,9958.6,PRT,517,64.0,Dimension Data,200,0.0,9964.8,PRT,218,63.0,Team Dimension Data,135,1.0,10104.3,PRT,182,79.0,Astana Pro Team,93,3.0,12055.6,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2065,A.Niyonshuti,Rwanda,29.0,,Dimension Data,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,0.0,0.0,0.0,3.0,8238,10078,1.0,5.0,2016.0,111.0,313.6,999.0,10879.0,16880.6,21442.0,113.0,312.4,999.0,10879.0,44946.8,83813.0,0.0,0.0,111.0,418.0,999.0,18797.0,20495.333333333332,21442.0,113.0,419.0,999.0,44164.0,63646.0,83813.0,0.0,0.0,0.0,0.0,PROF,2694.0,51.0,MTN - Qhubeka,-,0.0,7684.0,PRT,3189.0,32.0,Dimension Data,-,0.0,5154.5,PRT,2672.0,45.0,Team Dimension Data,-,0.0,6723.1,,2492.0,9.0,Sampada Cycling Team,-,0.0,986.7,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2066,S.Clancy,Ireland,24.0,,Team Novo Nordisk,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,0.0,0.0,0.0,0.0,18129,8462,1.0,5.0,2016.0,149.0,332.2,999.0,10879.0,17137.0,21514.0,144.0,330.4,999.0,10879.0,45247.8,83813.0,0.0,0.0,176.0,452.6666666666667,999.0,19834.0,20930.0,21514.0,177.0,452.6666666666667,999.0,44409.0,64155.0,83813.0,0.0,0.0,0.0,0.0,PROF,2255,47.0,Team Novo Nordisk,-,0.0,6874.6,PROF,-,36.0,Team Novo Nordisk,-,0.0,5679.9,PROF,2924,47.0,Team Novo Nordisk,-,0.0,6497.2,PROF,-,14.0,Team Novo Nordisk,-,0.0,1632.1,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2067,S.Jim,South Africa,26.0,,Dimension Data,2016,5,94.0,24240.0,97.0,88060.0,0.0,0.0,0.0,0.0,1.0,0.0,8239,10078,1.0,6.0,2016.0,94.0,138.0,182.0,2123.0,15030.5,24240.0,94.0,137.33333333333334,167.0,10879.0,53360.0,90183.0,0.0,0.0,94.0,111.33333333333333,145.0,2123.0,15303.666666666666,24240.0,94.0,114.0,151.0,63820.0,80687.66666666667,90183.0,0.0,0.0,0.0,0.0,PROF,2045,84.0,MTN - Qhubeka,-,0.0,13190.4,PRT,-,58.0,Dimension Data,-,0.0,9074.3,CONT,-,6.0,Kuwait - Cartucho,-,0.0,902.4,,2583,4.0,Sampada Cycling Team,-,0.0,397.1,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2068,M.Aregger,Switzerland,26.0,,IAM Cycling,2016,5,57.0,24240.0,96.0,87981.0,0.0,0.0,0.0,0.0,0.0,0.0,6263,6417,1.0,6.0,2016.0,57.0,125.66666666666667,184.0,1980.0,14993.5,24240.0,92.0,135.16666666666666,169.0,10879.0,53283.5,89961.0,0.0,0.0,57.0,89.33333333333333,128.0,1980.0,15256.0,24240.0,92.0,112.0,148.0,63741.0,80561.0,89961.0,0.0,0.0,0.0,0.0,PRT,1488.0,58.0,IAM Cycling,-,0.0,9137.4,PRT,2435.0,46.0,IAM Cycling,-,0.0,7111.0,,,,,,,,,,,,,,,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2069,M.Mamykin,Russia,22.0,,Team Katusha,2016,5,9.0,21774.0,13.0,84312.0,1.0,0.0,0.0,1.0,1.0,0.0,20705,8441,2.0,13.0,2016.5384615384614,9.0,91.07692307692308,157.0,1899.0,14341.153846153846,21774.0,13.0,83.38461538461539,158.0,10576.0,53334.230769230766,100224.0,1.0,0.0,45.0,73.33333333333333,125.0,11531.0,14345.666666666666,18659.0,64.0,84.66666666666667,112.0,68718.0,85439.66666666667,100224.0,0.0,0.0,0.07692307692307693,0.0,CONT,713,45.0,Itera - Katusha,-,2.0,6338.0,PRT,343,72.0,Team Katusha,-,0.0,11001.5,PRT,1057,86.0,Team Katusha - Alpecin,305,0.0,13331.9,PROF,-,5.0,Burgos - BH,-,0.0,879.4,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,1
2070,M.Fournier,France,22.0,,FDJ,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,0.0,2.0,0.0,5.0,19766,8437,2.0,11.0,2016.5454545454545,92.0,299.1818181818182,999.0,10576.0,15792.0,21514.0,40.0,288.27272727272725,999.0,10576.0,46423.36363636364,85287.0,0.0,0.0,135.0,425.0,999.0,11860.0,16746.0,20443.0,139.0,426.3333333333333,999.0,58233.0,71204.33333333333,85287.0,0.0,0.0,0.0,0.0,PRT,1355,20.0,C.C. Nogent sur Oise,-,1.0,2979.5,PRT,385,21.0,FDJ,-,2.0,3241.7,PRT,1511,29.0,FDJ,-,0.0,4598.6,PROF,-,18.0,Vital Concept,-,0.0,3240.5,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2071,V.Agnoli,Italy,31.0,1.70,Astana Pro Team,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,0.0,0.0,1.0,1.0,776,10073,2.0,12.0,2017.1666666666667,43.0,249.0,999.0,10751.0,14515.75,21442.0,41.0,248.0,999.0,10751.0,47476.916666666664,87834.0,0.0,0.0,49.0,372.3333333333333,999.0,12491.0,12894.0,13154.0,41.0,368.0,999.0,63094.0,75503.66666666667,87834.0,0.0,0.0,0.0,0.0,PRT,268.0,65.0,Astana Pro Team,-,0.0,9650.2,PRT,2215.0,53.0,Astana Pro Team,-,0.0,8402.1,PRT,2269.0,79.0,Bahrain - Merida,422,0.0,12424.4,PRT,2703.0,43.0,Bahrain - Merida,352,0.0,5856.4,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2072,K.Sbaragli,Italy,26.0,,Dimension Data,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,0.0,0.0,4.0,6.0,10862,10078,2.0,11.0,2016.5454545454545,4.0,236.1818181818182,999.0,10576.0,15455.545454545454,21442.0,39.0,255.54545454545453,999.0,10576.0,45850.454545454544,85287.0,3.0,0.0,61.0,385.3333333333333,999.0,10873.0,16379.0,20329.0,84.0,390.6666666666667,999.0,57364.0,70296.0,85287.0,0.0,0.0,0.2727272727272727,0.0,PROF,61,94.0,MTN - Qhubeka,-,1.0,15281.5,PRT,82,83.0,Dimension Data,185,0.0,13226.0,PRT,258,73.0,Team Dimension Data,175,0.0,12100.3,PROF,224,76.0,Israel Cycling Academy,-,0.0,12592.1,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2073,M.Goss,Australia,30.0,1.77,ONE Pro Cycling,2016,5,999.0,21442.0,999.0,83813.0,0.0,4.0,1.0,0.0,4.0,8.0,512,10462,1.0,5.0,2016.0,165.0,342.8,999.0,10879.0,17145.4,21442.0,165.0,344.8,999.0,10879.0,45301.0,83813.0,0.0,0.0,176.0,452.0,999.0,19834.0,20883.333333333332,21442.0,182.0,456.3333333333333,999.0,44451.0,64183.0,83813.0,0.0,0.0,0.0,0.0,PROF,1834.0,43.0,MTN - Qhubeka,-,0.0,6541.2,PROF,2522.0,33.0,ONE Pro Cycling,-,0.0,5233.8,,,,,,,,,,,,,,,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2074,M.Quinziato,Italy,37.0,1.85,BMC Racing Team,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,1.0,0.0,0.0,6.0,362,10075,1.0,5.0,2016.0,65.0,294.8,999.0,10879.0,16777.0,21442.0,88.0,299.8,999.0,10879.0,44739.4,83813.0,0.0,0.0,65.0,387.0,999.0,18776.0,20330.0,21442.0,88.0,395.0,999.0,43667.0,63307.666666666664,83813.0,0.0,0.0,0.0,0.0,PRT,518.0,70.0,BMC Racing Team,157,2.0,11351.0,PRT,381.0,57.0,BMC Racing Team,-,0.0,9006.3,PRT,1057.0,55.0,BMC Racing Team,319,0.0,9235.5,,,,,,,,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2075,N.Boem,Italy,27.0,,Bardiani - CSF,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,1.0,0.0,0.0,8.0,6518,6430,1.0,5.0,2016.0,153.0,331.2,999.0,10879.0,17108.8,21442.0,161.0,331.4,999.0,10879.0,45200.8,83813.0,0.0,0.0,153.0,438.3333333333333,999.0,19834.0,20867.333333333332,21442.0,161.0,442.3333333333333,999.0,44268.0,64061.0,83813.0,0.0,0.0,0.0,0.0,PROF,836.0,53.0,Bardiani - CSF Pro Team,-,1.0,8325.4,PROF,1475.0,70.0,Bardiani - CSF,-,0.0,11012.1,PROF,1347.0,54.0,Bardiani - CSF,-,0.0,8830.9,,,,,,,,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2076,A.Tonelli,Italy,24.0,,Bardiani - CSF,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,0.0,0.0,1.0,7.0,20471,6430,1.0,5.0,2016.0,119.0,320.0,999.0,10879.0,16926.2,21442.0,125.0,320.0,999.0,10879.0,45003.4,83813.0,0.0,0.0,119.0,424.6666666666667,999.0,18958.0,20575.333333333332,21442.0,125.0,427.3333333333333,999.0,44231.0,63744.333333333336,83813.0,0.0,0.0,0.0,0.0,PROF,3301.0,51.0,Bardiani - CSF Pro Team,-,0.0,7919.4,PROF,1239.0,52.0,Bardiani - CSF,-,0.0,8281.3,PROF,3265.0,52.0,Bardiani - CSF,-,0.0,8465.0,PROF,616.0,61.0,Bardiani - CSF,-,1.0,9455.0,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2077,M.Maestri,Italy,25.0,,Bardiani - CSF,2016,5,14.0,21904.0,14.0,84325.0,1.0,0.0,1.0,0.0,0.0,5.0,22010,6430,1.0,6.0,2016.0,14.0,73.83333333333333,169.0,1871.0,14366.0,21904.0,13.0,83.83333333333333,169.0,10879.0,51723.166666666664,86196.0,0.0,0.0,14.0,30.0,39.0,1871.0,14183.666666666666,21904.0,13.0,37.666666666666664,86.0,62421.0,77647.33333333333,86196.0,0.0,0.0,0.0,0.0,PROF,1203.0,9.0,Bardiani - CSF Pro Team,-,0.0,1506.5,PROF,985.0,64.0,Bardiani - CSF,-,0.0,10062.1,PROF,896.0,84.0,Bardiani - CSF,-,0.0,13658.3,PROF,685.0,60.0,Bardiani - CSF,-,2.0,9349.4,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2078,M.Verschoor,Netherlands,31.0,,Team Novo Nordisk,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,0.0,0.0,0.0,0.0,3210,8462,2.0,11.0,2016.5454545454545,89.0,300.3636363636364,999.0,10576.0,15783.545454545454,21514.0,124.0,304.90909090909093,999.0,10576.0,46394.545454545456,85287.0,0.0,0.0,89.0,410.6666666666667,999.0,11914.0,16726.0,20329.0,137.0,424.6666666666667,999.0,58063.0,71109.0,85287.0,0.0,0.0,0.0,0.0,PROF,509.0,67.0,Team Novo Nordisk,-,0.0,10113.1,PROF,1037.0,64.0,Team Novo Nordisk,-,0.0,9704.7,PROF,1285.0,39.0,Team Novo Nordisk,-,0.0,6462.4,,,,,,,,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2079,C.Williams,Australia,35.0,,Team Novo Nordisk,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,0.0,0.0,0.0,0.0,7632,8462,2.0,12.0,2016.5833333333333,123.0,290.8333333333333,999.0,10720.0,15697.916666666666,21514.0,127.0,297.0833333333333,999.0,10720.0,51185.166666666664,97667.0,0.0,0.0,123.0,419.0,999.0,11854.0,14751.0,20019.0,127.0,422.3333333333333,999.0,70214.0,86038.0,97667.0,0.0,0.0,0.0,0.0,PROF,2789,61.0,Team Novo Nordisk,-,0.0,9549.3,PROF,2047,71.0,Team Novo Nordisk,-,0.0,10950.8,PROF,4203,55.0,Team Novo Nordisk,-,0.0,7790.7,PROF,-,24.0,Team Novo Nordisk,-,0.0,3342.8,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2080,P.Simion,Italy,24.0,,Bardiani - CSF,2016,5,63.0,24240.0,99.0,88338.0,0.0,0.0,0.0,0.0,1.0,16.0,14160,6430,1.0,6.0,2016.0,63.0,119.16666666666667,173.0,1928.0,15044.333333333334,24240.0,96.0,138.33333333333334,176.0,10920.0,53462.666666666664,90266.0,0.0,0.0,63.0,95.0,152.0,1928.0,15334.0,24240.0,96.0,120.33333333333333,166.0,64098.0,80900.66666666667,90266.0,0.0,0.0,0.0,0.0,PROF,1314.0,37.0,Bardiani - CSF Pro Team,-,0.0,5846.4,PROF,330.0,74.0,Bardiani - CSF,-,0.0,11433.8,PROF,609.0,63.0,Bardiani - CSF,-,0.0,10293.3,PROF,243.0,63.0,Bardiani - CSF,-,1.0,10253.5,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2081,Z.Waeytens,Belgium,25.0,,Team Giant - Alpecin,2016,5,100.0,24240.0,81.0,87267.0,0.0,0.0,1.0,0.0,2.0,3.0,6097,6422,1.0,6.0,2016.0,6.0,108.0,175.0,1931.0,14866.333333333334,24240.0,81.0,129.16666666666666,178.0,10939.0,52934.5,89198.0,1.0,0.0,6.0,59.0,100.0,1931.0,14982.333333333334,24240.0,81.0,92.66666666666667,116.0,63027.0,79830.66666666667,89198.0,1.0,0.0,0.16666666666666666,0.0,PRT,354,70.0,Team Giant - Alpecin,-,0.0,11462.9,PRT,322,64.0,Team Giant - Alpecin,220,1.0,10095.5,PRT,1268,34.0,Team Sunweb,-,0.0,5410.2,PROF,725,32.0,Verandas Willems - Crelan - Charles,-,0.0,5471.4,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2082,M.Costa,Portugal,31.0,,Lampre - Merida,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,0.0,0.0,0.0,0.0,11262,6418,1.0,5.0,2016.0,157.0,337.4,999.0,10956.0,17134.6,21442.0,175.0,342.6,999.0,10956.0,45284.0,83813.0,0.0,0.0,157.0,443.0,999.0,19834.0,20883.333333333332,21442.0,175.0,450.6666666666667,999.0,44397.0,64147.0,83813.0,0.0,0.0,0.0,0.0,PRT,1834.0,59.0,Lampre - Merida,-,0.0,8702.8,PRT,1048.0,76.0,Lampre - Merida,-,0.0,11606.5,,,,,,,,,,,,,,,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2083,S.Colbrelli,Italy,26.0,,Bardiani - CSF,2016,5,55.0,24240.0,83.0,87366.0,0.0,0.0,0.0,1.0,3.0,22.0,2338,6430,1.0,6.0,2016.0,55.0,278.5,999.0,1739.0,14850.833333333334,24240.0,83.0,288.0,999.0,10958.0,52397.833333333336,87366.0,0.0,0.0,55.0,389.3333333333333,999.0,1739.0,14931.666666666666,24240.0,83.0,400.0,999.0,63126.0,78711.66666666667,87366.0,0.0,0.0,0.0,0.0,PROF,94,70.0,Bardiani - CSF Pro Team,-,3.0,11617.6,PROF,19,72.0,Bardiani - CSF,-,7.0,12126.6,PRT,32,80.0,Bahrain - Merida,41,3.0,13695.6,PRT,23,64.0,Bahrain - Merida,42,3.0,10457.2,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2084,T.Leezer,Netherlands,31.0,1.85,Team LottoNL-Jumbo,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,0.0,1.0,0.0,2.0,368,6425,2.0,12.0,2017.1666666666667,31.0,185.5,999.0,10751.0,14591.333333333334,21442.0,82.0,191.66666666666666,999.0,10751.0,47770.75,90038.0,0.0,0.0,71.0,85.33333333333333,100.0,12491.0,13147.0,13682.0,83.0,92.66666666666667,101.0,63865.0,76753.0,90038.0,0.0,0.0,0.0,0.0,PRT,1355,63.0,Team LottoNL-Jumbo,-,0.0,9964.2,PRT,873,60.0,Team LottoNL-Jumbo,-,0.0,9495.2,PRT,1901,61.0,Team LottoNL - Jumbo,-,0.0,10006.3,PRT,1246,72.0,Team LottoNL - Jumbo,401,0.0,10610.6,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2085,B.Kozhatayev,Kazakhstan,24.0,,Astana Pro Team,2016,5,999.0,21442.0,999.0,83813.0,2.0,0.0,0.0,1.0,2.0,1.0,18571,10073,1.0,5.0,2016.0,94.0,323.6,999.0,10879.0,16925.4,21514.0,124.0,322.0,999.0,10879.0,45033.8,83813.0,0.0,0.0,94.0,427.6666666666667,999.0,18776.0,20577.333333333332,21514.0,124.0,434.6666666666667,999.0,44405.0,63799.666666666664,83813.0,0.0,0.0,0.0,0.0,PRT,665.0,59.0,Astana Pro Team,-,0.0,9221.9,PRT,1609.0,58.0,Astana Pro Team,-,0.0,9069.6,PRT,606.0,73.0,Astana Pro Team,374,1.0,11046.0,PRT,1866.0,47.0,Astana Pro Team,401,0.0,7765.8,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2086,L.Vervaeke,Belgium,23.0,,Lotto - Soudal,2016,5,51.0,23031.0,73.0,86823.0,0.0,1.0,1.0,1.0,5.0,3.0,8078,10080,2.0,13.0,2017.076923076923,16.0,99.38461538461539,185.0,1836.0,13698.23076923077,23031.0,67.0,102.53846153846153,186.0,10751.0,51032.61538461538,89418.0,0.0,0.0,55.0,76.33333333333333,95.0,12087.0,13043.0,13774.0,68.0,71.33333333333333,78.0,63557.0,76206.33333333333,89418.0,0.0,0.0,0.0,0.0,PRT,1588,33.0,Lotto - Soudal,-,0.0,5522.7,PRT,490,62.0,Lotto - Soudal,-,0.0,9278.8,PRT,453,35.0,Lotto - Soudal,321,0.0,5306.6,PRT,945,57.0,Team Sunweb,274,0.0,8534.2,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2087,D.Wyss,Switzerland,31.0,1.76,BMC Racing Team,2016,5,999.0,21442.0,999.0,83813.0,0.0,1.0,0.0,0.0,1.0,1.0,912,10075,2.0,12.0,2017.1666666666667,54.0,176.0,999.0,10751.0,14405.25,21442.0,55.0,178.58333333333334,999.0,10751.0,47412.666666666664,88842.0,0.0,0.0,54.0,69.66666666666667,97.0,12087.0,12945.333333333334,13481.0,55.0,59.0,66.0,63274.0,75825.66666666667,88842.0,0.0,0.0,0.0,0.0,PRT,541,89.0,BMC Racing Team,-,0.0,13572.8,PRT,497,79.0,BMC Racing Team,158,0.0,12202.3,PRT,679,68.0,BMC Racing Team,271,0.0,10608.9,PRT,498,61.0,BMC Racing Team,295,0.0,9132.8,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2088,Y.Offredo,France,30.0,1.89,FDJ,2016,5,999.0,21442.0,999.0,83813.0,0.0,0.0,0.0,0.0,3.0,1.0,858,8437,1.0,5.0,2016.0,18.0,266.2,999.0,10879.0,16767.8,21442.0,70.0,290.8,999.0,10879.0,44711.8,83813.0,0.0,0.0,18.0,345.6666666666667,999.0,18776.0,20330.0,21442.0,70.0,385.3333333333333,999.0,43621.0,63277.0,83813.0,0.0,0.0,0.0,0.0,PRT,1164,29.0,FDJ,-,0.0,4741.5,PRT,360,67.0,FDJ,-,0.0,10878.5,PROF,398,66.0,Wanty - Groupe Gobert,-,0.0,11330.3,PROF,579,61.0,Wanty - Groupe Gobert,-,0.0,10068.3,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
2089,E.Viviani,Italy,27.0,1.78,Team Sky,2016,5,999.0,21442.0,999.0,83813.0,0.0,8.0,0.0,1.0,9.0,24.0,1310,10086,1.0,5.0,2016.0,2.0,293.4,999.0,11019.0,17045.2,21442.0,149.0,334.4,999.0,11019.0,45164.6,83813.0,1.0,0.0,135.0,425.3333333333333,999.0,19548.0,20745.666666666668,21442.0,149.0,435.0,999.0,44230.0,63940.333333333336,83813.0,0.0,0.0,0.2,0.0,PRT,52,66.0,Team Sky,106,8.0,10606.1,PRT,175,56.0,Team Sky,141,2.0,8957.1,PRT,18,79.0,Team Sky,35,10.0,12161.7,PRT,4,81.0,Quick-Step Floors,6,17.0,12973.9,2016-07-16,hilly-mf,3,225.0,Zakopane,17.9,77,ESE,3,8,7,0
